region,date,cumulative_active,cumulative_confirmed,cumulative_deaths,cumulative_recovered,cases_active,cases_confirmed,cases_deaths,cases_recovered
Albania,2020-01-30,0,0,0,0,0,0,0,0
Albania,2020-01-31,0,0,0,0,0,0,0,0
Albania,2020-02-01,0,0,0,0,0,0,0,0
Albania,2020-02-02,0,0,0,0,0,0,0,0
Albania,2020-02-03,0,0,0,0,0,0,0,0
Albania,2020-02-04,0,0,0,0,0,0,0,0
Albania,2020-02-05,0,0,0,0,0,0,0,0
Albania,2020-02-06,0,0,0,0,0,0,0,0
Albania,2020-02-07,0,0,0,0,0,0,0,0
Albania,2020-02-08,0,0,0,0,0,0,0,0
Albania,2020-02-09,0,0,0,0,0,0,0,0
Albania,2020-02-10,0,0,0,0,0,0,0,0
Albania,2020-02-11,0,0,0,0,0,0,0,0
Albania,2020-02-12,0,0,0,0,0,0,0,0
Albania,2020-02-13,0,0,0,0,0,0,0,0
Albania,2020-02-14,0,0,0,0,0,0,0,0
Albania,2020-02-15,0,0,0,0,0,0,0,0
Albania,2020-02-16,0,0,0,0,0,0,0,0
Albania,2020-02-17,0,0,0,0,0,0,0,0
Albania,2020-02-18,0,0,0,0,0,0,0,0
Albania,2020-02-19,0,0,0,0,0,0,0,0
Albania,2020-02-20,0,0,0,0,0,0,0,0
Albania,2020-02-21,0,0,0,0,0,0,0,0
Albania,2020-02-22,0,0,0,0,0,0,0,0
Albania,2020-02-23,0,0,0,0,0,0,0,0
Albania,2020-02-24,0,0,0,0,0,0,0,0
Albania,2020-02-25,0,0,0,0,0,0,0,0
Albania,2020-02-26,0,0,0,0,0,0,0,0
Albania,2020-02-27,0,0,0,0,0,0,0,0
Albania,2020-02-28,0,0,0,0,0,0,0,0
Albania,2020-02-29,0,0,0,0,0,0,0,0
Albania,2020-03-01,0,0,0,0,0,0,0,0
Albania,2020-03-02,0,0,0,0,0,0,0,0
Albania,2020-03-03,0,0,0,0,0,0,0,0
Albania,2020-03-04,0,0,0,0,0,0,0,0
Albania,2020-03-05,0,0,0,0,0,0,0,0
Albania,2020-03-06,0,0,0,0,0,0,0,0
Albania,2020-03-07,0,0,0,0,0,0,0,0
Albania,2020-03-08,0,0,0,0,0,0,0,0
Albania,2020-03-09,2,2,0,0,2,2,0,0
Albania,2020-03-10,10,10,0,0,8,8,0,0
Albania,2020-03-11,11,12,1,0,1,2,1,0
Algeria,2020-01-22,0,0,0,0,0,0,0,0
Algeria,2020-01-23,0,0,0,0,0,0,0,0
Algeria,2020-01-24,0,0,0,0,0,0,0,0
Algeria,2020-01-25,0,0,0,0,0,0,0,0
Algeria,2020-01-26,0,0,0,0,0,0,0,0
Algeria,2020-01-27,0,0,0,0,0,0,0,0
Algeria,2020-01-28,0,0,0,0,0,0,0,0
Algeria,2020-01-29,0,0,0,0,0,0,0,0
Algeria,2020-01-30,0,0,0,0,0,0,0,0
Algeria,2020-01-31,0,0,0,0,0,0,0,0
Algeria,2020-02-01,0,0,0,0,0,0,0,0
Algeria,2020-02-02,0,0,0,0,0,0,0,0
Algeria,2020-02-03,0,0,0,0,0,0,0,0
Algeria,2020-02-04,0,0,0,0,0,0,0,0
Algeria,2020-02-05,0,0,0,0,0,0,0,0
Algeria,2020-02-06,0,0,0,0,0,0,0,0
Algeria,2020-02-07,0,0,0,0,0,0,0,0
Algeria,2020-02-08,0,0,0,0,0,0,0,0
Algeria,2020-02-09,0,0,0,0,0,0,0,0
Algeria,2020-02-10,0,0,0,0,0,0,0,0
Algeria,2020-02-11,0,0,0,0,0,0,0,0
Algeria,2020-02-12,0,0,0,0,0,0,0,0
Algeria,2020-02-13,0,0,0,0,0,0,0,0
Algeria,2020-02-14,0,0,0,0,0,0,0,0
Algeria,2020-02-15,0,0,0,0,0,0,0,0
Algeria,2020-02-16,0,0,0,0,0,0,0,0
Algeria,2020-02-17,0,0,0,0,0,0,0,0
Algeria,2020-02-18,0,0,0,0,0,0,0,0
Algeria,2020-02-19,0,0,0,0,0,0,0,0
Algeria,2020-02-20,0,0,0,0,0,0,0,0
Algeria,2020-02-21,0,0,0,0,0,0,0,0
Algeria,2020-02-22,0,0,0,0,0,0,0,0
Algeria,2020-02-23,0,0,0,0,0,0,0,0
Algeria,2020-02-24,0,0,0,0,0,0,0,0
Algeria,2020-02-25,1,1,0,0,1,1,0,0
Algeria,2020-02-26,1,1,0,0,0,0,0,0
Algeria,2020-02-27,1,1,0,0,0,0,0,0
Algeria,2020-02-28,1,1,0,0,0,0,0,0
Algeria,2020-02-29,1,1,0,0,0,0,0,0
Algeria,2020-03-01,1,1,0,0,0,0,0,0
Algeria,2020-03-02,3,3,0,0,2,2,0,0
Algeria,2020-03-03,5,5,0,0,2,2,0,0
Algeria,2020-03-04,12,12,0,0,7,7,0,0
Algeria,2020-03-05,12,12,0,0,0,0,0,0
Algeria,2020-03-06,17,17,0,0,5,5,0,0
Algeria,2020-03-07,17,17,0,0,0,0,0,0
Algeria,2020-03-08,19,19,0,0,2,2,0,0
Algeria,2020-03-09,20,20,0,0,1,1,0,0
Algeria,2020-03-10,20,20,0,0,0,0,0,0
Algeria,2020-03-11,20,20,0,0,0,0,0,0
Andorra,2020-01-22,0,0,0,0,0,0,0,0
Andorra,2020-01-23,0,0,0,0,0,0,0,0
Andorra,2020-01-24,0,0,0,0,0,0,0,0
Andorra,2020-01-25,0,0,0,0,0,0,0,0
Andorra,2020-01-26,0,0,0,0,0,0,0,0
Andorra,2020-01-27,0,0,0,0,0,0,0,0
Andorra,2020-01-28,0,0,0,0,0,0,0,0
Andorra,2020-01-29,0,0,0,0,0,0,0,0
Andorra,2020-01-30,0,0,0,0,0,0,0,0
Andorra,2020-01-31,0,0,0,0,0,0,0,0
Andorra,2020-02-01,0,0,0,0,0,0,0,0
Andorra,2020-02-02,0,0,0,0,0,0,0,0
Andorra,2020-02-03,0,0,0,0,0,0,0,0
Andorra,2020-02-04,0,0,0,0,0,0,0,0
Andorra,2020-02-05,0,0,0,0,0,0,0,0
Andorra,2020-02-06,0,0,0,0,0,0,0,0
Andorra,2020-02-07,0,0,0,0,0,0,0,0
Andorra,2020-02-08,0,0,0,0,0,0,0,0
Andorra,2020-02-09,0,0,0,0,0,0,0,0
Andorra,2020-02-10,0,0,0,0,0,0,0,0
Andorra,2020-02-11,0,0,0,0,0,0,0,0
Andorra,2020-02-12,0,0,0,0,0,0,0,0
Andorra,2020-02-13,0,0,0,0,0,0,0,0
Andorra,2020-02-14,0,0,0,0,0,0,0,0
Andorra,2020-02-15,0,0,0,0,0,0,0,0
Andorra,2020-02-16,0,0,0,0,0,0,0,0
Andorra,2020-02-17,0,0,0,0,0,0,0,0
Andorra,2020-02-18,0,0,0,0,0,0,0,0
Andorra,2020-02-19,0,0,0,0,0,0,0,0
Andorra,2020-02-20,0,0,0,0,0,0,0,0
Andorra,2020-02-21,0,0,0,0,0,0,0,0
Andorra,2020-02-22,0,0,0,0,0,0,0,0
Andorra,2020-02-23,0,0,0,0,0,0,0,0
Andorra,2020-02-24,0,0,0,0,0,0,0,0
Andorra,2020-02-25,0,0,0,0,0,0,0,0
Andorra,2020-02-26,0,0,0,0,0,0,0,0
Andorra,2020-02-27,0,0,0,0,0,0,0,0
Andorra,2020-02-28,0,0,0,0,0,0,0,0
Andorra,2020-02-29,0,0,0,0,0,0,0,0
Andorra,2020-03-01,0,0,0,0,0,0,0,0
Andorra,2020-03-02,1,1,0,0,1,1,0,0
Andorra,2020-03-03,1,1,0,0,0,0,0,0
Andorra,2020-03-04,1,1,0,0,0,0,0,0
Andorra,2020-03-05,1,1,0,0,0,0,0,0
Andorra,2020-03-06,1,1,0,0,0,0,0,0
Andorra,2020-03-07,1,1,0,0,0,0,0,0
Andorra,2020-03-08,1,1,0,0,0,0,0,0
Andorra,2020-03-09,1,1,0,0,0,0,0,0
Andorra,2020-03-10,1,1,0,0,0,0,0,0
Andorra,2020-03-11,1,1,0,0,0,0,0,0
Argentina,2020-01-22,0,0,0,0,0,0,0,0
Argentina,2020-01-23,0,0,0,0,0,0,0,0
Argentina,2020-01-24,0,0,0,0,0,0,0,0
Argentina,2020-01-25,0,0,0,0,0,0,0,0
Argentina,2020-01-26,0,0,0,0,0,0,0,0
Argentina,2020-01-27,0,0,0,0,0,0,0,0
Argentina,2020-01-28,0,0,0,0,0,0,0,0
Argentina,2020-01-29,0,0,0,0,0,0,0,0
Argentina,2020-01-30,0,0,0,0,0,0,0,0
Argentina,2020-01-31,0,0,0,0,0,0,0,0
Argentina,2020-02-01,0,0,0,0,0,0,0,0
Argentina,2020-02-02,0,0,0,0,0,0,0,0
Argentina,2020-02-03,0,0,0,0,0,0,0,0
Argentina,2020-02-04,0,0,0,0,0,0,0,0
Argentina,2020-02-05,0,0,0,0,0,0,0,0
Argentina,2020-02-06,0,0,0,0,0,0,0,0
Argentina,2020-02-07,0,0,0,0,0,0,0,0
Argentina,2020-02-08,0,0,0,0,0,0,0,0
Argentina,2020-02-09,0,0,0,0,0,0,0,0
Argentina,2020-02-10,0,0,0,0,0,0,0,0
Argentina,2020-02-11,0,0,0,0,0,0,0,0
Argentina,2020-02-12,0,0,0,0,0,0,0,0
Argentina,2020-02-13,0,0,0,0,0,0,0,0
Argentina,2020-02-14,0,0,0,0,0,0,0,0
Argentina,2020-02-15,0,0,0,0,0,0,0,0
Argentina,2020-02-16,0,0,0,0,0,0,0,0
Argentina,2020-02-17,0,0,0,0,0,0,0,0
Argentina,2020-02-18,0,0,0,0,0,0,0,0
Argentina,2020-02-19,0,0,0,0,0,0,0,0
Argentina,2020-02-20,0,0,0,0,0,0,0,0
Argentina,2020-02-21,0,0,0,0,0,0,0,0
Argentina,2020-02-22,0,0,0,0,0,0,0,0
Argentina,2020-02-23,0,0,0,0,0,0,0,0
Argentina,2020-02-24,0,0,0,0,0,0,0,0
Argentina,2020-02-25,0,0,0,0,0,0,0,0
Argentina,2020-02-26,0,0,0,0,0,0,0,0
Argentina,2020-02-27,0,0,0,0,0,0,0,0
Argentina,2020-02-28,0,0,0,0,0,0,0,0
Argentina,2020-02-29,0,0,0,0,0,0,0,0
Argentina,2020-03-01,0,0,0,0,0,0,0,0
Argentina,2020-03-02,0,0,0,0,0,0,0,0
Argentina,2020-03-03,1,1,0,0,1,1,0,0
Argentina,2020-03-04,1,1,0,0,0,0,0,0
Argentina,2020-03-05,1,1,0,0,0,0,0,0
Argentina,2020-03-06,2,2,0,0,1,1,0,0
Argentina,2020-03-07,8,8,0,0,6,6,0,0
Argentina,2020-03-08,11,12,1,0,3,4,1,0
Argentina,2020-03-09,11,12,1,0,0,0,0,0
Argentina,2020-03-10,16,17,1,0,5,5,0,0
Argentina,2020-03-11,18,19,1,0,2,2,0,0
Armenia,2020-01-22,0,0,0,0,0,0,0,0
Armenia,2020-01-23,0,0,0,0,0,0,0,0
Armenia,2020-01-24,0,0,0,0,0,0,0,0
Armenia,2020-01-25,0,0,0,0,0,0,0,0
Armenia,2020-01-26,0,0,0,0,0,0,0,0
Armenia,2020-01-27,0,0,0,0,0,0,0,0
Armenia,2020-01-28,0,0,0,0,0,0,0,0
Armenia,2020-01-29,0,0,0,0,0,0,0,0
Armenia,2020-01-30,0,0,0,0,0,0,0,0
Armenia,2020-01-31,0,0,0,0,0,0,0,0
Armenia,2020-02-01,0,0,0,0,0,0,0,0
Armenia,2020-02-02,0,0,0,0,0,0,0,0
Armenia,2020-02-03,0,0,0,0,0,0,0,0
Armenia,2020-02-04,0,0,0,0,0,0,0,0
Armenia,2020-02-05,0,0,0,0,0,0,0,0
Armenia,2020-02-06,0,0,0,0,0,0,0,0
Armenia,2020-02-07,0,0,0,0,0,0,0,0
Armenia,2020-02-08,0,0,0,0,0,0,0,0
Armenia,2020-02-09,0,0,0,0,0,0,0,0
Armenia,2020-02-10,0,0,0,0,0,0,0,0
Armenia,2020-02-11,0,0,0,0,0,0,0,0
Armenia,2020-02-12,0,0,0,0,0,0,0,0
Armenia,2020-02-13,0,0,0,0,0,0,0,0
Armenia,2020-02-14,0,0,0,0,0,0,0,0
Armenia,2020-02-15,0,0,0,0,0,0,0,0
Armenia,2020-02-16,0,0,0,0,0,0,0,0
Armenia,2020-02-17,0,0,0,0,0,0,0,0
Armenia,2020-02-18,0,0,0,0,0,0,0,0
Armenia,2020-02-19,0,0,0,0,0,0,0,0
Armenia,2020-02-20,0,0,0,0,0,0,0,0
Armenia,2020-02-21,0,0,0,0,0,0,0,0
Armenia,2020-02-22,0,0,0,0,0,0,0,0
Armenia,2020-02-23,0,0,0,0,0,0,0,0
Armenia,2020-02-24,0,0,0,0,0,0,0,0
Armenia,2020-02-25,0,0,0,0,0,0,0,0
Armenia,2020-02-26,0,0,0,0,0,0,0,0
Armenia,2020-02-27,0,0,0,0,0,0,0,0
Armenia,2020-02-28,0,0,0,0,0,0,0,0
Armenia,2020-02-29,0,0,0,0,0,0,0,0
Armenia,2020-03-01,1,1,0,0,1,1,0,0
Armenia,2020-03-02,1,1,0,0,0,0,0,0
Armenia,2020-03-03,1,1,0,0,0,0,0,0
Armenia,2020-03-04,1,1,0,0,0,0,0,0
Armenia,2020-03-05,1,1,0,0,0,0,0,0
Armenia,2020-03-06,1,1,0,0,0,0,0,0
Armenia,2020-03-07,1,1,0,0,0,0,0,0
Armenia,2020-03-08,1,1,0,0,0,0,0,0
Armenia,2020-03-09,1,1,0,0,0,0,0,0
Armenia,2020-03-10,1,1,0,0,0,0,0,0
Armenia,2020-03-11,1,1,0,0,0,0,0,0
Australia,2020-01-22,0,0,0,0,0,0,0,0
Australia,2020-01-23,0,0,0,0,0,0,0,0
Australia,2020-01-24,0,0,0,0,0,0,0,0
Australia,2020-01-25,0,0,0,0,0,0,0,0
Australia,2020-01-26,4,4,0,0,4,4,0,0
Australia,2020-01-27,5,5,0,0,1,1,0,0
Australia,2020-01-28,5,5,0,0,0,0,0,0
Australia,2020-01-29,6,6,0,0,1,1,0,0
Australia,2020-01-30,7,9,0,2,1,3,0,2
Australia,2020-01-31,7,9,0,2,0,0,0,0
Australia,2020-02-01,10,12,0,2,3,3,0,0
Australia,2020-02-02,10,12,0,2,0,0,0,0
Australia,2020-02-03,10,12,0,2,0,0,0,0
Australia,2020-02-04,11,13,0,2,1,1,0,0
Australia,2020-02-05,11,13,0,2,0,0,0,0
Australia,2020-02-06,12,14,0,2,1,1,0,0
Australia,2020-02-07,13,15,0,2,1,1,0,0
Australia,2020-02-08,13,15,0,2,0,0,0,0
Australia,2020-02-09,13,15,0,2,0,0,0,0
Australia,2020-02-10,13,15,0,2,0,0,0,0
Australia,2020-02-11,13,15,0,2,0,0,0,0
Australia,2020-02-12,13,15,0,2,0,0,0,0
Australia,2020-02-13,7,15,0,8,-6,0,0,6
Australia,2020-02-14,7,15,0,8,0,0,0,0
Australia,2020-02-15,7,15,0,8,0,0,0,0
Australia,2020-02-16,7,15,0,8,0,0,0,0
Australia,2020-02-17,5,15,0,10,-2,0,0,2
Australia,2020-02-18,5,15,0,10,0,0,0,0
Australia,2020-02-19,5,15,0,10,0,0,0,0
Australia,2020-02-20,5,15,0,10,0,0,0,0
Australia,2020-02-21,8,19,0,11,3,4,0,1
Australia,2020-02-22,11,22,0,11,3,3,0,0
Australia,2020-02-23,11,22,0,11,0,0,0,0
Australia,2020-02-24,11,22,0,11,0,0,0,0
Australia,2020-02-25,11,22,0,11,0,0,0,0
Australia,2020-02-26,11,22,0,11,0,0,0,0
Australia,2020-02-27,12,23,0,11,1,1,0,0
Australia,2020-02-28,12,23,0,11,0,0,0,0
Australia,2020-02-29,14,25,0,11,2,2,0,0
Australia,2020-03-01,15,27,1,11,1,2,1,0
Australia,2020-03-02,18,30,1,11,3,3,0,0
Australia,2020-03-03,27,39,1,11,9,9,0,0
Australia,2020-03-04,39,52,2,11,12,13,1,0
Australia,2020-03-05,32,55,2,21,-7,3,0,10
Australia,2020-03-06,37,60,2,21,5,5,0,0
Australia,2020-03-07,40,63,2,21,3,3,0,0
Australia,2020-03-08,52,76,3,21,12,13,1,0
Australia,2020-03-09,67,91,3,21,15,15,0,0
Australia,2020-03-10,83,107,3,21,16,16,0,0
Australia,2020-03-11,104,128,3,21,21,21,0,0
Austria,2020-01-22,0,0,0,0,0,0,0,0
Austria,2020-01-23,0,0,0,0,0,0,0,0
Austria,2020-01-24,0,0,0,0,0,0,0,0
Austria,2020-01-25,0,0,0,0,0,0,0,0
Austria,2020-01-26,0,0,0,0,0,0,0,0
Austria,2020-01-27,0,0,0,0,0,0,0,0
Austria,2020-01-28,0,0,0,0,0,0,0,0
Austria,2020-01-29,0,0,0,0,0,0,0,0
Austria,2020-01-30,0,0,0,0,0,0,0,0
Austria,2020-01-31,0,0,0,0,0,0,0,0
Austria,2020-02-01,0,0,0,0,0,0,0,0
Austria,2020-02-02,0,0,0,0,0,0,0,0
Austria,2020-02-03,0,0,0,0,0,0,0,0
Austria,2020-02-04,0,0,0,0,0,0,0,0
Austria,2020-02-05,0,0,0,0,0,0,0,0
Austria,2020-02-06,0,0,0,0,0,0,0,0
Austria,2020-02-07,0,0,0,0,0,0,0,0
Austria,2020-02-08,0,0,0,0,0,0,0,0
Austria,2020-02-09,0,0,0,0,0,0,0,0
Austria,2020-02-10,0,0,0,0,0,0,0,0
Austria,2020-02-11,0,0,0,0,0,0,0,0
Austria,2020-02-12,0,0,0,0,0,0,0,0
Austria,2020-02-13,0,0,0,0,0,0,0,0
Austria,2020-02-14,0,0,0,0,0,0,0,0
Austria,2020-02-15,0,0,0,0,0,0,0,0
Austria,2020-02-16,0,0,0,0,0,0,0,0
Austria,2020-02-17,0,0,0,0,0,0,0,0
Austria,2020-02-18,0,0,0,0,0,0,0,0
Austria,2020-02-19,0,0,0,0,0,0,0,0
Austria,2020-02-20,0,0,0,0,0,0,0,0
Austria,2020-02-21,0,0,0,0,0,0,0,0
Austria,2020-02-22,0,0,0,0,0,0,0,0
Austria,2020-02-23,0,0,0,0,0,0,0,0
Austria,2020-02-24,0,0,0,0,0,0,0,0
Austria,2020-02-25,2,2,0,0,2,2,0,0
Austria,2020-02-26,2,2,0,0,0,0,0,0
Austria,2020-02-27,3,3,0,0,1,1,0,0
Austria,2020-02-28,3,3,0,0,0,0,0,0
Austria,2020-02-29,9,9,0,0,6,6,0,0
Austria,2020-03-01,14,14,0,0,5,5,0,0
Austria,2020-03-02,18,18,0,0,4,4,0,0
Austria,2020-03-03,21,21,0,0,3,3,0,0
Austria,2020-03-04,29,29,0,0,8,8,0,0
Austria,2020-03-05,41,41,0,0,12,12,0,0
Austria,2020-03-06,55,55,0,0,14,14,0,0
Austria,2020-03-07,79,79,0,0,24,24,0,0
Austria,2020-03-08,104,104,0,0,25,25,0,0
Austria,2020-03-09,129,131,0,2,25,27,0,2
Austria,2020-03-10,178,182,0,4,49,51,0,2
Austria,2020-03-11,242,246,0,4,64,64,0,0
Azerbaijan,2020-01-22,0,0,0,0,0,0,0,0
Azerbaijan,2020-01-23,0,0,0,0,0,0,0,0
Azerbaijan,2020-01-24,0,0,0,0,0,0,0,0
Azerbaijan,2020-01-25,0,0,0,0,0,0,0,0
Azerbaijan,2020-01-26,0,0,0,0,0,0,0,0
Azerbaijan,2020-01-27,0,0,0,0,0,0,0,0
Azerbaijan,2020-01-28,0,0,0,0,0,0,0,0
Azerbaijan,2020-01-29,0,0,0,0,0,0,0,0
Azerbaijan,2020-01-30,0,0,0,0,0,0,0,0
Azerbaijan,2020-01-31,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-01,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-02,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-03,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-04,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-05,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-06,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-07,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-08,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-09,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-10,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-11,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-12,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-13,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-14,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-15,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-16,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-17,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-18,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-19,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-20,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-21,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-22,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-23,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-24,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-25,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-26,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-27,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-28,0,0,0,0,0,0,0,0
Azerbaijan,2020-02-29,0,0,0,0,0,0,0,0
Azerbaijan,2020-03-01,3,3,0,0,3,3,0,0
Azerbaijan,2020-03-02,3,3,0,0,0,0,0,0
Azerbaijan,2020-03-03,3,3,0,0,0,0,0,0
Azerbaijan,2020-03-04,3,3,0,0,0,0,0,0
Azerbaijan,2020-03-05,6,6,0,0,3,3,0,0
Azerbaijan,2020-03-06,6,6,0,0,0,0,0,0
Azerbaijan,2020-03-07,9,9,0,0,3,3,0,0
Azerbaijan,2020-03-08,9,9,0,0,0,0,0,0
Azerbaijan,2020-03-09,9,9,0,0,0,0,0,0
Azerbaijan,2020-03-10,11,11,0,0,2,2,0,0
Azerbaijan,2020-03-11,8,11,0,3,-3,0,0,3
Bahrain,2020-01-22,0,0,0,0,0,0,0,0
Bahrain,2020-01-23,0,0,0,0,0,0,0,0
Bahrain,2020-01-24,0,0,0,0,0,0,0,0
Bahrain,2020-01-25,0,0,0,0,0,0,0,0
Bahrain,2020-01-26,0,0,0,0,0,0,0,0
Bahrain,2020-01-27,0,0,0,0,0,0,0,0
Bahrain,2020-01-28,0,0,0,0,0,0,0,0
Bahrain,2020-01-29,0,0,0,0,0,0,0,0
Bahrain,2020-01-30,0,0,0,0,0,0,0,0
Bahrain,2020-01-31,0,0,0,0,0,0,0,0
Bahrain,2020-02-01,0,0,0,0,0,0,0,0
Bahrain,2020-02-02,0,0,0,0,0,0,0,0
Bahrain,2020-02-03,0,0,0,0,0,0,0,0
Bahrain,2020-02-04,0,0,0,0,0,0,0,0
Bahrain,2020-02-05,0,0,0,0,0,0,0,0
Bahrain,2020-02-06,0,0,0,0,0,0,0,0
Bahrain,2020-02-07,0,0,0,0,0,0,0,0
Bahrain,2020-02-08,0,0,0,0,0,0,0,0
Bahrain,2020-02-09,0,0,0,0,0,0,0,0
Bahrain,2020-02-10,0,0,0,0,0,0,0,0
Bahrain,2020-02-11,0,0,0,0,0,0,0,0
Bahrain,2020-02-12,0,0,0,0,0,0,0,0
Bahrain,2020-02-13,0,0,0,0,0,0,0,0
Bahrain,2020-02-14,0,0,0,0,0,0,0,0
Bahrain,2020-02-15,0,0,0,0,0,0,0,0
Bahrain,2020-02-16,0,0,0,0,0,0,0,0
Bahrain,2020-02-17,0,0,0,0,0,0,0,0
Bahrain,2020-02-18,0,0,0,0,0,0,0,0
Bahrain,2020-02-19,0,0,0,0,0,0,0,0
Bahrain,2020-02-20,0,0,0,0,0,0,0,0
Bahrain,2020-02-21,0,0,0,0,0,0,0,0
Bahrain,2020-02-22,0,0,0,0,0,0,0,0
Bahrain,2020-02-23,0,0,0,0,0,0,0,0
Bahrain,2020-02-24,1,1,0,0,1,1,0,0
Bahrain,2020-02-25,23,23,0,0,22,22,0,0
Bahrain,2020-02-26,33,33,0,0,10,10,0,0
Bahrain,2020-02-27,33,33,0,0,0,0,0,0
Bahrain,2020-02-28,36,36,0,0,3,3,0,0
Bahrain,2020-02-29,41,41,0,0,5,5,0,0
Bahrain,2020-03-01,47,47,0,0,6,6,0,0
